"external_id","duplicate_detection","external_name","manufacturer","category","last_update","qty_requested","created_date","source_file","import_date"
"148600","? Unique","Flockenwindeln klein Neugeborene 30x11cm","","Inkontinenzversorgung","","209720","2026-03-05","Product without substitute.csv","2026-05-25"
"309110","? Unique","Einmalspritze 10 ml","","Injektion & Punktion","","192800","","Product without substitute.csv","2026-05-25"
"300928","? Unique","Einmalspritze   2 ml","","Injektion & Punktion","","183400","","Product without substitute.csv","2026-05-25"
"148610","? Unique","Strampelp FloWi 24g P56   Saug1      K4","","Inkontinenzversorgung","","220380","2026-03-05","Product without substitute.csv","2026-05-25"
"309050","? Unique","Einmalspritze   5 ml","","Injektion & Punktion","","144600","","Product without substitute.csv","2026-05-25"
"03120704","? Unique","TORK UNIVERSAL LUNCHSERVIETTE 32,5X32,5cm/1X4000ST.","","Inkontinenz & Hygiene","","128000","","Product without substitute.csv","2026-05-25"
"300296","? Unique","Einmalspritze 20 ml","","Injektion & Punktion","","119600","","Product without substitute.csv","2026-05-25"
"7430","? Unique","Vorlage Samu Maxi Classic 35x11cm (56/224/5376) 7162130","","Inkontinenzversorgung","","102144","","Product without substitute.csv","2026-05-25"
"9166017V","? Unique","Einmaltuberkulinspritze 1 ml o.Kanüle","","Injektion & Punktion","","89700","2026-03-05","Product without substitute.csv","2026-05-25"
"684012","? Unique","Valacomfort multi 30x32cm (Mehrzwecktuch) [54924]","","Inkontinenz & Hygiene","","83350","","Product without substitute.csv","2026-05-25"
"8HY037","? Unique","Flächendesinfektionstuch Bacillol AF (480 Tücher / Karton) 9813115","","Desinfektion & Hygiene","","72480","","Product without substitute.csv","2026-05-25"
"31253-L","? Unique","Bauchtuch steril grün 45x45cm 6f á5","","Kompressen & Tupfer","","70400","2026-03-05","Product without substitute.csv","2026-05-25"
"31201","? Unique","Mullkompr. steril RK 7,5x7,5cm 12f a20","","Kompressen & Tupfer","","51200","","Product without substitute.csv","2026-05-25"
"32016","? Unique","SCHLINGGAZETUPFER 30X40CM.RK A20ST./4X300ST.","","Kompressen & Tupfer","","46800","","Product without substitute.csv","2026-05-25"
"8126","? Unique","OP-Haube Foliodress (100/600) 9924643","","PSA / Schutzkleidung","","43200","","Product without substitute.csv","2026-05-25"
"7806","? Unique","Untersuchungshandschuh Nitril Sensicare Lange Stulpe M (100) MDSEXTM","","Handschuhe","","42000","","Product without substitute.csv","2026-05-25"
"992229","? Unique","Valaprotect basic 80x210cm [20243]","","Sonstige medizinische Produkte","","118700","2026-04-08","Product without substitute.csv","2026-05-25"
"733061","? Unique","Tupfer Mull 25x25 Gr.4 unsteril VE500","","Kompressen & Tupfer","","28000","","Product without substitute.csv","2026-05-25"
"716221","? Unique","Samu-Vorlage mini classic 22x6,5cm","","Inkontinenzversorgung","","46440","2026-03-05","Product without substitute.csv","2026-05-25"
"32210","? Unique","Mulltupfer steril RK 20x20cm pflaum a10","","Kompressen & Tupfer","","24000","","Product without substitute.csv","2026-05-25"
"8081","? Unique","Mundschutz OP-Maske Sentinex Classic blau (50/300) 162003","","PSA / Schutzkleidung","","24000","","Product without substitute.csv","2026-05-25"
"33210","? Unique","TAMPONADESTREIFEN RK 100X6CM a5ST.4fach /4X125ST.","","Kompressen & Tupfer","","21625","","Product without substitute.csv","2026-05-25"
"7807","? Unique","Untersuchungshandschuh Nitril Sensicare Lange Stulpe L (100) MDSEXTL","","Handschuhe","","20000","","Product without substitute.csv","2026-05-25"
"560016","? Unique","Tupfer Mull Setpack extragroß Gr.6 VE300","","Kompressen & Tupfer","","19200","","Product without substitute.csv","2026-05-25"
"906304","? Unique","Maske Gesicht Carpex Carat  Brille VE 50","","PSA / Schutzkleidung","","18600","","Product without substitute.csv","2026-05-25"
"40704","? Unique","Mulltupfer unst. o.RK 20x20cm Rundform","","Kompressen & Tupfer","","19000","2026-03-05","Product without substitute.csv","2026-05-25"
"32055-L","? Unique","Mulltupfer steril o.RK 20x20cm a2+3","","Kompressen & Tupfer","","18000","","Product without substitute.csv","2026-05-25"
"31521","? Unique","Mullkompr. steril o.RK 7,5x7,5cm 12f a2","","Kompressen & Tupfer","","16800","","Product without substitute.csv","2026-05-25"
"7808","? Unique","Untersuchungshandschuh Nitril Sensicare Lange Stulpe XL (100) MDSEXTXL","","Handschuhe","","16000","","Product without substitute.csv","2026-05-25"
"M-00-A/50","? Unique","AMBU BLUE SENSOR M, ANSCHLUSS F. BANANENSTECKER /1VE=20X50ST.","","Diagnostik & Monitoring","","16000","","Product without substitute.csv","2026-05-25"
"4015400888949","? Unique","PAMPERS GR.4 MAXI 9-14KG /1VE=2X58ST","","Inkontinenzversorgung","","15776","","Product without substitute.csv","2026-05-25"
"3FCZB440110","? Unique","CONTAINERSAUGEINLAGEN BLAU 30X50CM / 1000","","Inkontinenzversorgung","","15000","","Product without substitute.csv","2026-05-25"
"5999004120","? Unique","EXU-DRY 10x15cm 120 Stück","","Wundversorgung / Dressings","","14400","","Product without substitute.csv","2026-05-25"
"85.1017","? Unique","BZ-SAEFTY-LANZETTE EXTRA 18G/6X200 ST.","","Injektion & Punktion","","11400","","Product without substitute.csv","2026-05-25"
"8079","? Unique","Mundschutz f. Bartträger (Foliodress mask special) (50/300) 9921421","","PSA / Schutzkleidung","","10800","","Product without substitute.csv","2026-05-25"
"ASF-55 / F-55","? Unique","EKG-ELEKTRODE ME55 m.LIQUIDGEL /1VE=40X30ST.","","Diagnostik & Monitoring","","10800","","Product without substitute.csv","2026-05-25"
"31256","? Unique","BAUCHTÜCHER 45X45CM a5ST. 6-F /4x45ST.","","Kompressen & Tupfer","","10200","","Product without substitute.csv","2026-05-25"
"4015400937340","? Unique","PAMPERS GR.3 MIDI 6-10KG /3X66ST","","Inkontinenzversorgung","","10098","","Product without substitute.csv","2026-05-25"
"7805","? Unique","Untersuchungshandschuh Nitril Sensicare Lange Stulpe S (100) MDSEXTS","","Handschuhe","","10000","","Product without substitute.csv","2026-05-25"
"906504","? Unique","Maske Gesicht Carpex Ultra VE 50","","PSA / Schutzkleidung","","9900","","Product without substitute.csv","2026-05-25"
"7431","? Unique","Vorlage mit Flockenfüll. 6,5cmx22cm (20/600) 7162212","","Inkontinenzversorgung","","9600","","Product without substitute.csv","2026-05-25"
"9336","? Unique","Sterillium med 500ml Händedesinfektion (1/20) 9811164 ""Hygiene""","","Desinfektion & Hygiene","","8080","","Product without substitute.csv","2026-05-25"
"INT02614","? Unique","CONTAINER DUOSIEGEL GRÜN WAGNER /1VE=1000ST.","","Zubehör & Verbrauchsmaterial","","8000","","Product without substitute.csv","2026-05-25"
"66017772","? Unique","PALACOS R+G KNOCHENZEMENT 1X60GR. / 1VE=12 ST.","","Sonstige medizinische Produkte","","7920","","Product without substitute.csv","2026-05-25"
"4617053V","? Unique","Omnifix  5 ml, Luer-Lock, latexfrei","","Injektion & Punktion","","7500","","Product without substitute.csv","2026-05-25"
"8001841873305","? Unique","PAMPERS GR.2 MINI 4-8KG /4X40ST","","Inkontinenzversorgung","","7040","","Product without substitute.csv","2026-05-25"
"992339","? Unique","ValaClean eco Servietten 35x40cm [20047]","","Reinigung & Körperpflege","","7000","","Product without substitute.csv","2026-05-25"
"7771","? Unique","Einm.-Handschuh steril mittel Latex o.Pu.(40/240) Sempercare Edition 153203","","Handschuhe","","6240","","Product without substitute.csv","2026-05-25"
"947746","? Unique","Molipants Economy Gr. 2 large","","Inkontinenzversorgung","","6000","","Product without substitute.csv","2026-05-25"
"40706","? Unique","SCHLINGGAZETUPFER 30X40CM  UNST./1VE=2X500ST.","","Kompressen & Tupfer","","6000","","Product without substitute.csv","2026-05-25"
"32019","? Unique","PRÄPARIERTUPFER 8X8CM RK A10ST./8X400ST.","","Kompressen & Tupfer","","6000","","Product without substitute.csv","2026-05-25"
"32212","? Unique","SCHLINGGAZETUPFER 40X50CM RK /4X150ST.","","Kompressen & Tupfer","","6000","","Product without substitute.csv","2026-05-25"
"8001841873282","? Unique","PAMPERS GR. 1 BABY NEWBORN 2-5KG / 144 ST.","","Inkontinenzversorgung","","5904","","Product without substitute.csv","2026-05-25"
"3FKSB220114","? Unique","KLARSICHTBEUTEL 2,5X6,5X48CM /1VE=5X100ST.","","Zubehör & Verbrauchsmaterial","","5800","","Product without substitute.csv","2026-05-25"
"12522-00","? Unique","EINMAL-SCHUTZLAKEN 80X140CM /200ST.","","Sonstige medizinische Produkte","","5600","","Product without substitute.csv","2026-05-25"
"32277","? Unique","Mulltupfer steril RK 40x50cm a 5St","","Kompressen & Tupfer","","5400","","Product without substitute.csv","2026-05-25"
"32001-L","? Unique","Mulltupfer steril o.RK 20x20cm a2","","Kompressen & Tupfer","","22800","2026-03-05","Product without substitute.csv","2026-05-25"
"03650131","? Unique","TRINKBECHER PAPPE 0,2L  /20X100ST.","","Zubehör & Verbrauchsmaterial","","4800","","Product without substitute.csv","2026-05-25"
"AME231140","? Unique","FOLIENHANDSCHUHE EINZELN STERIL GR.M /100ST.","","Handschuhe","","4200","","Product without substitute.csv","2026-05-25"
"8CH309","? Unique","Cutimed Sorbact Tamponade 2x50cm (20) 72166-05","","Wundversorgung / Dressings","","4000","","Product without substitute.csv","2026-05-25"
"32015","? Unique","PRÄPARIERTUPFER 6X6CM RK A10ST. /8X400ST.","","Kompressen & Tupfer","","3600","","Product without substitute.csv","2026-05-25"
"4670005S-01","? Unique","SICHERHEITS-EINMALKANÜLE 0,4X13MM GRAU /100","","Injektion & Punktion","","3600","","Product without substitute.csv","2026-05-25"
"4617100V","? Unique","Omnifix 10 ml, Luer-Lock, latexfrei","","Injektion & Punktion","","3500","","Product without substitute.csv","2026-05-25"
"MS 03","? Unique","DRAHTSCHLINGE /  500","","Sonstige medizinische Produkte","","3500","","Product without substitute.csv","2026-05-25"
"4495101","? Unique","COMBISTOPPER ROT /100ST.","","Sonstige medizinische Produkte","","3300","","Product without substitute.csv","2026-05-25"
"8024","? Unique","OP-Handschuh puderfrei Latex Peha-micron plus Gr. 7,5 (50/200) 9425745","","Handschuhe","","3200","","Product without substitute.csv","2026-05-25"
"530024","? Unique","Bauchtuch Set    20x30cm  024    VE 80","","Kompressen & Tupfer","","3200","","Product without substitute.csv","2026-05-25"
"479","? Unique","Sentina Folienschürze blau 75x135cm (400) 11889","","PSA / Schutzkleidung","","3200","","Product without substitute.csv","2026-05-25"
"16502C","? Unique","DISCOFIX C DREIWEGEHAHN M.SCHLAUCH /4X50ST.","","Zubehör & Verbrauchsmaterial","","3050","","Product without substitute.csv","2026-05-25"
"MP05790","? Unique","FILTER SAFESTAR 55 /100","","Zubehör & Verbrauchsmaterial","","3050","","Product without substitute.csv","2026-05-25"
"8020","? Unique","OP-Handschuh puderfrei La.micron plus Gr. 6,5 (50/200) 9425725","","Handschuhe","","3000","","Product without substitute.csv","2026-05-25"
"896.23","? Unique","BIONECTEUR VENÖS 896.03  /50","","Sonstige medizinische Produkte","","2800","","Product without substitute.csv","2026-05-25"
"4617207V","? Unique","Omnifix 20 ml, Luer-Lock, latexfrei","","Injektion & Punktion","","2700","","Product without substitute.csv","2026-05-25"
"8S0448","? Unique","Mediset-Messbecher 120ml einzeln steril (240) 4717410","","Zubehör & Verbrauchsmaterial","","2628","","Product without substitute.csv","2026-05-25"
"01140INT","? Unique","CONTAINERRUNDFILTER M.DAMPFINDIKATOR D.190/6MM /100ST.","","Zubehör & Verbrauchsmaterial","","2600","","Product without substitute.csv","2026-05-25"
"100305","? Unique","OLYMPUS ABSAUG-/BIOPSIEVENTIL SET F.DEFENDO LUFT/WASSER /100ST.","","Sets & Kits","","2600","","Product without substitute.csv","2026-05-25"
"08880001","? Unique","WASCHHANDSCHUHE SENSILIND /20X50ST","","Handschuhe","","2550","","Product without substitute.csv","2026-05-25"
"AN-5785204","? Unique","ENCORE OP-HANDSCHUHE GR.7,5 TEXTURED /200PA.","","Handschuhe","","2550","","Product without substitute.csv","2026-05-25"
"4649","? Unique","OPSITE IV 3000 10x20cm 50 St.","","Wundversorgung / Dressings","","2500","","Product without substitute.csv","2026-05-25"
"4973","? Unique","OPSITE IV 3000 10x14 cm 50 St","","Wundversorgung / Dressings","","2500","","Product without substitute.csv","2026-05-25"
"7456","? Unique","Bactigras 5 cm x 5 cm 50 St.","","Wundversorgung / Dressings","","2500","","Product without substitute.csv","2026-05-25"
"59403125","? Unique","REMOVE ENTFERN.-TUECHER 50 St","","Inkontinenz & Hygiene","","2500","","Product without substitute.csv","2026-05-25"
"59420425","? Unique","SKIN-PREP HAUTSCHUTZTÜCHER 50S","","Inkontinenz & Hygiene","","2500","","Product without substitute.csv","2026-05-25"
"66045560","? Unique","CUTICERIN 7.5 x 7.5 cm 50 ST.","","Sonstige medizinische Produkte","","2500","","Product without substitute.csv","2026-05-25"
"66045561","? Unique","CUTICERIN 7.5 x 20 cm 50 ST.","","Sonstige medizinische Produkte","","2500","","Product without substitute.csv","2026-05-25"
"66800711","? Unique","SECURA Applikator 50x3 ml","","Zubehör & Verbrauchsmaterial","","2500","","Product without substitute.csv","2026-05-25"
"66800712","? Unique","SECURA Tücher 50x1 ml","","Inkontinenz & Hygiene","","2500","","Product without substitute.csv","2026-05-25"
"204041","? Unique","HYGIENEBEUTEL TORK WEIß RBG/48x25STKÖDER","","Inkontinenz & Hygiene","","2400","","Product without substitute.csv","2026-05-25"
"5999006","? Unique","EXU-DRY 15 x 23 cm 48 St.","","Wundversorgung / Dressings","","2304","","Product without substitute.csv","2026-05-25"
"8S0447","? Unique","NN! Mediset-Messbecher 150ml einzeln steril (72) 4701576","","Zubehör & Verbrauchsmaterial","","2256","","Product without substitute.csv","2026-05-25"
"530002","? Unique","Bauchtuch Set   8x90cm 002 VE80","","Kompressen & Tupfer","","2240","","Product without substitute.csv","2026-05-25"
"60482/A","? Unique","STEREOKOPFHÖRER 2 METER ROHS-CONFRM / 1000","","Sonstige medizinische Produkte","","2200","","Product without substitute.csv","2026-05-25"
"8CH301","? Unique","Cutimed Sorbact-Kompresse steril 7x9cm (40/240) 7216560","","Wundversorgung / Dressings","","2160","","Product without substitute.csv","2026-05-25"
"7152","? Unique","Leukosilk 1,25cmx9,2m Pflaster weiß  (1/24/240)  1Rolle 09566-00","","Wundversorgung / Dressings","","2160","","Product without substitute.csv","2026-05-25"
"SC-9060-PE","? Unique","SafeCare Patientenun. 60x90 nicht atmun.","","Sonstige medizinische Produkte","","2128","","Product without substitute.csv","2026-05-25"
"8V0364","? Unique","Tragelaken  78x210cm  (100) SATL80210E   1Stck   31921","","Sonstige medizinische Produkte","","2100","","Product without substitute.csv","2026-05-25"
"4606027V","? Unique","EINMALSPRITZE   2ML /25X100 ST.","","Injektion & Punktion","","2100","","Product without substitute.csv","2026-05-25"
"32029","? Unique","SCHLINGGAZETUPFER 25X25CM A20 /4X500ST.","","Kompressen & Tupfer","","2000","","Product without substitute.csv","2026-05-25"
"28746","? Unique","PATIENTENSPIRALLEITUNG 150CM CT-INJEKT/ 50","","Sonstige medizinische Produkte","","2000","","Product without substitute.csv","2026-05-25"
"SEC8500820","? Unique","KURZZEIT-FIXIERBAND /400ST.","","Sonstige medizinische Produkte","","2000","","Product without substitute.csv","2026-05-25"
"86.1996.062","? Unique","BSG-PIPETTE MIT SKALIERUNG /10x100","","Sonstige medizinische Produkte","","2000","","Product without substitute.csv","2026-05-25"
"1655380304002","? Unique","PE-TRÄGERPLATTE WEIß 38X55MM /1","","Sonstige medizinische Produkte","","2000","","Product without substitute.csv","2026-05-25"
"1453015","? Unique","CIRRUS2 VERNEBLERSET+MASKE+SCHLAUCH 2,1M /30","","PSA / Schutzkleidung","","1980","","Product without substitute.csv","2026-05-25"
"381045","? Unique","OP-TAPE   9X49 CM / 4X120ST.","","Sonstige medizinische Produkte","","1920","","Product without substitute.csv","2026-05-25"
"7234","? Unique","Elastomull haft color 4mx10cm blau (10) 7220705","","Kompressen & Tupfer","","1820","","Product without substitute.csv","2026-05-25"
"7370","? Unique","Salbenkompr. Atrauman Ag 10x10cm steril (10/120) 4995736","","Wundversorgung / Dressings","","1800","","Product without substitute.csv","2026-05-25"
"4495152","? Unique","COMBISTOPPER BLAU /100ST.","","Sonstige medizinische Produkte","","1800","","Product without substitute.csv","2026-05-25"
"MPI310012","? Unique","SAUERSTOFFSONDE CH.12 40CM /100ST.","","Atemwege & Ernährung","","1789","","Product without substitute.csv","2026-05-25"
"942-898","? Unique","70uL HEPARIN.KAPILLAREN M.KAPPEN KUNSTSTOFF /250","","Sonstige medizinische Produkte","","1750","","Product without substitute.csv","2026-05-25"
"7308","? Unique","Wundverb. Hydrogel IntraSite 8g    VE 10","","Wundversorgung / Dressings","","2820","2026-03-05","Product without substitute.csv","2026-05-25"
"FB-230U","? Unique","EW ENDOJAW BF BIOPSIEZANGE FB-230U/ 20","","Sonstige medizinische Produkte","","1640","","Product without substitute.csv","2026-05-25"
"31265","? Unique","Bauchtuch steril grün 50x60cm 6f a2","","Kompressen & Tupfer","","1872","2026-03-05","Product without substitute.csv","2026-05-25"
"7379","? Unique","Salbenkompresse Atrauman Ag 5x5cm steril (10/120) 1Stck 4995716","","Wundversorgung / Dressings","","1630","","Product without substitute.csv","2026-05-25"
"8886803712","? Unique","SKIN STAPLER (APPOSE) 35 WIDE / 12 ST","","Sonstige medizinische Produkte","","1629","","Product without substitute.csv","2026-05-25"
"CP780","? Unique","CANON KP108 FOTOPAPIER+FARBBAND F.108 FOTOS /1","","Sonstige medizinische Produkte","","1620","","Product without substitute.csv","2026-05-25"
"9876","? Unique","Meßplatzhaube  75x90cm  PE m.Gummizug (1/50) 1900570","","PSA / Schutzkleidung","","1600","","Product without substitute.csv","2026-05-25"
"9426911","? Unique","PEHA-PROFILE LATEX GR.6,0 OP-HANDSCHUHE /400ST.","","Handschuhe","","1600","","Product without substitute.csv","2026-05-25"
"042015","? Unique","HISTOLOGIE-PROBENRÖHRCHEN GELB 2ML FORMALIN /100","","Sonstige medizinische Produkte","","1600","","Product without substitute.csv","2026-05-25"
"1486001","? Unique","Vorlagen Strampelpeter ca. 11x30cm","","Inkontinenzversorgung","","1580","","Product without substitute.csv","2026-05-25"
"8CH294","? Unique","Cutimed Sorbact Saugkompresse steril 6x4cm (40/240) 7216400 (7216402)","","Wundversorgung / Dressings","","1560","","Product without substitute.csv","2026-05-25"
"CT-4032","? Unique","VERBINDUNGSSCHLAUCH SOFT /150ST.","","Zubehör & Verbrauchsmaterial","","1528","","Product without substitute.csv","2026-05-25"
"7627104","? Unique","Binde Kompression Jobst Compri2 VE 6","","Kompressen & Tupfer","","1512","","Product without substitute.csv","2026-05-25"
"8SA057","? Unique","Foliodrape Tisch-Abdecktuch verstärkt/ beschichtet 150x240cm (13/26) 9388472","","Inkontinenz & Hygiene","","1508","","Product without substitute.csv","2026-05-25"
"08880005","? Unique","SENSILIND SCHUTZLÄTZCHEN M.TASCHE 37X66CM /5X100ST.","","Sonstige medizinische Produkte","","1500","","Product without substitute.csv","2026-05-25"
"6067549","? Unique","HANDSCHUHE LATEX GR. M puderfrei /100 ST.","","Handschuhe","","1500","","Product without substitute.csv","2026-05-25"
"906-026","? Unique","ABL90FLEX GERINNSELFÄNGER /250","","Sonstige medizinische Produkte","","1500","","Product without substitute.csv","2026-05-25"
"100303","? Unique","DEFENDO Y-OPSY SPÜLVENTIL /50ST.","","Sonstige medizinische Produkte","","1450","","Product without substitute.csv","2026-05-25"
"1010065","? Unique","ABDECKHAUBE GREIZ 95X65CM ECKIG ABGERUNDET /40ST.","","PSA / Schutzkleidung","","1320","","Product without substitute.csv","2026-05-25"
"4616103V","? Unique","Omnifix 10 ml, Luer, latexfrei","","Injektion & Punktion","","1300","","Product without substitute.csv","2026-05-25"
"8011","? Unique","Abdecktuch  90 x150cm  steril  (20/80) 2775061","","Inkontinenz & Hygiene","","1280","","Product without substitute.csv","2026-05-25"
"GL-122","? Unique","POLYSORB 3/0 75CM GL122 / 36ST","","Sonstige medizinische Produkte","","1260","","Product without substitute.csv","2026-05-25"
"3FKFB240120","? Unique","KLARSICHTVLIESBEUTEL 50X60CM /1VE=250ST.","","Zubehör & Verbrauchsmaterial","","1250","","Product without substitute.csv","2026-05-25"
"8021","? Unique","OP-Handschuh puderfrei La.micron plus Gr. 7,0 (50/200) 9425733","","Handschuhe","","1200","","Product without substitute.csv","2026-05-25"
"04750104","? Unique","ZAHNPROTHESENBTEUTEL 17X24CM /2000ST","","Sonstige medizinische Produkte","","1200","","Product without substitute.csv","2026-05-25"
"4090500","? Unique","TRANSOFIX TRANSFER- SET /1VE=4X50ST","","Sets & Kits","","1200","","Product without substitute.csv","2026-05-25"
"41891","? Unique","KLEINVOLUMENVERNEBLER /50","","Atemwege & Ernährung","","1200","","Product without substitute.csv","2026-05-25"
"942693","? Unique","PEHA-PROFILE LATEX GR.7 OP-HANDSCHUHE /400ST.","","Handschuhe","","1200","","Product without substitute.csv","2026-05-25"
"75.562.105","? Unique","URINSCHRAUBBECHER MIT DECKEL STERIL 100ML PP  / 200","","Urologie & Drainage","","1185","","Product without substitute.csv","2026-05-25"
"680106-01","? Unique","OP-KITTEL UNVERSTÄRKT GR.XXL-L STERIL +TUCH/28ST.","","PSA / Schutzkleidung","","1162","","Product without substitute.csv","2026-05-25"
"8CH313","? Unique","Cutimed Sorbact Saugkompresse steril 10x10cm (40/80) 7216200","","Wundversorgung / Dressings","","1160","","Product without substitute.csv","2026-05-25"
"0282-95","? Unique","BRIEFKNOPF LAU0282 DUO 30/38X8MM / 100","","Sonstige medizinische Produkte","","1125","","Product without substitute.csv","2026-05-25"
"1599","? Unique","SONDERDRUCK ZIPPEL-BESCHLAG-HEFTER ORANGE RBG. /1","","Atemwege & Ernährung","","1120","","Product without substitute.csv","2026-05-25"
"7368","? Unique","Salbenkompr. Atrauman Ag 10x20cm steril (10/60) 4995756","","Wundversorgung / Dressings","","1080","","Product without substitute.csv","2026-05-25"
"0468","? Unique","KRANKENBLATT INNERE 0468 /500ST.","","Sonstige medizinische Produkte","","1050","","Product without substitute.csv","2026-05-25"
"05.1079.001","? Unique","BSG MONOVETTE 2ML VIOLETT /50ST.","","Sonstige medizinische Produkte","","1050","","Product without substitute.csv","2026-05-25"
"h7 6020W","? Unique","MEDIKAMENTEN-TAGESDISPENSER /200ST.","","Sonstige medizinische Produkte","","1024","","Product without substitute.csv","2026-05-25"
"EN10121","? Unique","ENDOSKOPIEHOSE GR.L /100ST.","","Sonstige medizinische Produkte","","1020","","Product without substitute.csv","2026-05-25"
"4617022V","? Unique","Omnifix  3 ml, Luer-Lock, latexfrei","","Injektion & Punktion","","1000","","Product without substitute.csv","2026-05-25"
"8075","? Unique","Lochtuch 50x75cm variabel sk (50/200) 33058","","Inkontinenz & Hygiene","","1000","","Product without substitute.csv","2026-05-25"
"VL-00-A","? Unique","AMBU BLUE SENSOR VL BANANENSTECKER /1VE=20X25ST.","","Diagnostik & Monitoring","","1000","","Product without substitute.csv","2026-05-25"
"3FCZB460416","? Unique","CONTAINER SOLOSIEGEL HELLBLAU /1000ST.","","Zubehör & Verbrauchsmaterial","","1000","","Product without substitute.csv","2026-05-25"
"10359","? Unique","SCHIFFCHEN PROFI GROß HYGOSTAR/ 50ST","","Sonstige medizinische Produkte","","1000","","Product without substitute.csv","2026-05-25"
"122.284","? Unique","KOPIERPAPIER A4   80GR PASTELL-GELB /500","","Sonstige medizinische Produkte","","1000","","Product without substitute.csv","2026-05-25"
"7148","? Unique","Leukofix 2,5cmx9,2m Pflaster transp.perf. (1/12/120) 1Rolle 0213700","","Wundversorgung / Dressings","","960","","Product without substitute.csv","2026-05-25"
"7216605","? Unique","CUTIMED SORBACT TAMPONADE 2X  50CM / 20","","Wundversorgung / Dressings","","960","","Product without substitute.csv","2026-05-25"
"66813057-01","? Unique","BASIS-SET ANÄSTHESIE /40ST.","","Sets & Kits","","960","","Product without substitute.csv","2026-05-25"
"3FSMS355106","? Unique","VLIES POLYPROPYLEN 60X60 CM / 480ST","","Sonstige medizinische Produkte","","960","","Product without substitute.csv","2026-05-25"
"4269152S-01","? Unique","VASOFIX SAFTY PUR 17G WEIß /1VE=50ST.","","Sonstige medizinische Produkte","","950","","Product without substitute.csv","2026-05-25"
"31255","? Unique","BAUCHTÜCHER 45X45CM a2ST. 6-FACH /3X36ST.","","Kompressen & Tupfer","","920","","Product without substitute.csv","2026-05-25"
"7A5188","? Unique","Mundschutz f.Brillentr.Sentinex Safety Shield (25/100) 11989 1Stck","","PSA / Schutzkleidung","","900","","Product without substitute.csv","2026-05-25"
"5999009","? Unique","EXU-DRY 23 x 38 cm 30 ST.","","Wundversorgung / Dressings","","900","","Product without substitute.csv","2026-05-25"
"5999018","? Unique","EXU-DRY 38x46cm 30ST.","","Wundversorgung / Dressings","","900","","Product without substitute.csv","2026-05-25"
"5999024","? Unique","EXU-DRY DRESSING 38X61CM CTN 30","","Wundversorgung / Dressings","","900","","Product without substitute.csv","2026-05-25"
"76871-02","? Unique","Binde Kompression JobstCompri2 Lite VE1","","Kompressen & Tupfer","","850","","Product without substitute.csv","2026-05-25"
"5017731","? Unique","ANGIODYNSET MODELL GREIZ / 3","","Sonstige medizinische Produkte","","840","","Product without substitute.csv","2026-05-25"
"8700036SP","? Unique","INFUSIOMAT SPACE LINE PVC  250CM/100","","Sonstige medizinische Produkte","","817","","Product without substitute.csv","2026-05-25"
"32460","? Unique","Binde elastisch steril 12cm x 5m   VE 15","","Bandagen & Kompression","","810","","Product without substitute.csv","2026-05-25"
"8019","? Unique","OP-Handschuh puderfrei La.micron plus Gr. 6,0 (50/200) 9425713","","Handschuhe","","800","","Product without substitute.csv","2026-05-25"
"8025","? Unique","OP-Handschuh puderfrei La.micron plus Gr. 8,0 (50/200) 9425752","","Handschuhe","","800","","Product without substitute.csv","2026-05-25"
"490005","? Unique","FIWA Zinkleimbinde 10cmx10m         VE10","","Bandagen & Kompression","","800","","Product without substitute.csv","2026-05-25"
"31590","? Unique","VLIESKOMP STERIL 4 10X10CM a5ST. /8X100ST.","","Sonstige medizinische Produkte","","800","","Product without substitute.csv","2026-05-25"
"4670055S-01","? Unique","SICHERHEITS-EINMALKANÜLE  18G 1,2X40MM  /100","","Injektion & Punktion","","800","","Product without substitute.csv","2026-05-25"
"80649015","? Unique","ABDECKTUCH   90X150CM 2-LAGIG /6 X19ST.","","Inkontinenz & Hygiene","","792","","Product without substitute.csv","2026-05-25"
"21863","? Unique","REDONDRAIN CH.12 /100","","Urologie & Drainage","","780","","Product without substitute.csv","2026-05-25"
"529600.00-K25W","? Unique","DECONEX TWIN PH10 XPERT /25L","","Sonstige medizinische Produkte","","775","","Product without substitute.csv","2026-05-25"
"8CH457","? Unique","Peha-Instrument Verbandschere 16cm (20/40) 9910902","","Chirurgische Instrumente","","760","","Product without substitute.csv","2026-05-25"
"24502","? Unique","PRIVAC 400ML OP-SYSTEM / 50ST.","","Sonstige medizinische Produkte","","793","2026-03-05","Product without substitute.csv","2026-05-25"
"57567","? Unique","SERRES-ABSAUGBEUTEL 2LITER+GEL / 22","","Zubehör & Verbrauchsmaterial","","723","","Product without substitute.csv","2026-05-25"
"32296","? Unique","Bauchtuch steril weiß 8x90cm 4f a2","","Kompressen & Tupfer","","720","","Product without substitute.csv","2026-05-25"
"1550.05","? Unique","UROMED FÜLLMEDIUM 10% 5ML /1VE=10ST.","","Urologie & Drainage","","720","","Product without substitute.csv","2026-05-25"
"9993","? Unique","Wundlineal (1/700) 863274","","Wundversorgung / Dressings","","700","","Product without substitute.csv","2026-05-25"
"942204","? Unique","NITRILHANDSCHUHE GR.XL m. 30CM SCHAFT GUARD /10X100ST.","","Handschuhe","","700","","Product without substitute.csv","2026-05-25"
"300800","? Unique","EINMALKANÜLEN 23G 0,6X30MM HELLBLAU / 100ST","","Injektion & Punktion","","700","","Product without substitute.csv","2026-05-25"
