"external_id","duplicate_detection","external_name","manufacturer","category","last_update","qty_requested","created_date","source_file","import_date"
"4989","? Unique","OPSITE 45 x 55 cm 10 St.","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"4994","? Unique","OPSITE 56 x 84 cm 10 St.","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"4995","? Unique","OPSITE 40 x 42 cm 10 St.","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"7457","? Unique","Bactigras 10 x 10cm 10 St.","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"7461","? Unique","Bactigras 15 x 20 cm 10 St.","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"66001217","? Unique","APPLICA 10x20 CM 10 Stck","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66001218","? Unique","APPLICA 20 x 30 CM 10 St.","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66001219","? Unique","APPLICA 30 x 28 CM 10 St.","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66001220","? Unique","APPLICA 45x35 CM 10 Stück","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66001221","? Unique","APPLICA 45x60CM 10 Stück","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66001222","? Unique","APPLICA 56x84 CM 10 Stück","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66045562","? Unique","CUTICERIN 7.5 x 7.5 cm 10 ST.","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66045563","? Unique","CUTICERIN 7.5 x 20 cm 10 ST.","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66250707","? Unique","CICA CARE 12 x 15 cm 10 ST.","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"7311","? Unique","INTRASITE GEL 15G APPLIPAK 10S","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"7313","? Unique","INTRASITE GEL 25G APPLIPAK 10S","","Sonstige medizinische Produkte","","580","2026-03-05","Product without substitute.csv","2026-05-25"
"66000324","? Unique","INTRASITE CONF. 10x10cm 10 ST.","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66000325","? Unique","INTRASITE CONF. 10x20cm 10 ST","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66000326","? Unique","INTRASITE CONF. 10x40cm 10 ST","","Sonstige medizinische Produkte","","100","","Product without substitute.csv","2026-05-25"
"66800092","? Unique","ALLEVYN AG sacrum 17x17cm 10St","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"66800095","? Unique","ALLEVYN AG sacrum 22x22cm 10St","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"66800436","? Unique","Allevyn Ag GB 7,5x7,5 cm (10)","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"66800437","? Unique","Allevyn Ag GB 10x10 cm (10)","","Wundversorgung / Dressings","","190","2026-03-05","Product without substitute.csv","2026-05-25"
"66800438","? Unique","Allevyn Ag GB 12,5x12,5 cm (10)","","Wundversorgung / Dressings","","120","2026-03-05","Product without substitute.csv","2026-05-25"
"66800439","? Unique","Allevyn Ag GB 17,5x17,5 cm (10)","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"66801139","? Unique","ALLEVYN SILVER HEEL DE","","Wundversorgung / Dressings","","100","","Product without substitute.csv","2026-05-25"
"7210573","? Unique","7210573 Schulterhalter-Kit steril   VE12","","Sets & Kits","","96","","Product without substitute.csv","2026-05-25"
"4537500","? Unique","Binde elast. 8cm Elastomull haft rot","","Kompressen & Tupfer","","95","","Product without substitute.csv","2026-05-25"
"214200","? Unique","Verband Netz elastisch C Elastofix","","Bandagen & Kompression","","94","","Product without substitute.csv","2026-05-25"
"8EP0005","? Unique","KM-System ""Dr.Hebe"" (10) 24300100.1","","Sonstige medizinische Produkte","","90","","Product without substitute.csv","2026-05-25"
"8HY019","? Unique","Sterillium classic pure 500ml (20) 980390","","Desinfektion & Hygiene","","80","","Product without substitute.csv","2026-05-25"
"8CH433","? Unique","Cutimed Sorbact-Saugkompresse steril 10x20cm (20) 7216300","","Wundversorgung / Dressings","","80","","Product without substitute.csv","2026-05-25"
"8CH371","? Unique","Cutimed Sorbact-Saugkompresse steril 7x9cm (40/80) 7216100","","Wundversorgung / Dressings","","80","","Product without substitute.csv","2026-05-25"
"7117","? Unique","Anti-Thrombose-Strumpf  lang  klein  2  (1/10/40)  1Paar","","Bandagen & Kompression","","80","","Product without substitute.csv","2026-05-25"
"7119","? Unique","Anti-Thrombose-Strumpf  lang  groß  6  (1/10/40)  1Paar","","Bandagen & Kompression","","80","","Product without substitute.csv","2026-05-25"
"7114","? Unique","Anti-Thrombose-Strumpf  norm. klein  1  (1/10/40)  1Paar","","Bandagen & Kompression","","80","","Product without substitute.csv","2026-05-25"
"7115","? Unique","Anti-Thrombose-Strumpf  norm.mittel 3  (1/10/40)  1Paar","","Bandagen & Kompression","","80","","Product without substitute.csv","2026-05-25"
"7118","? Unique","Anti-Thrombose-Strumpf  lang mittel 4  (1/10/40)  1Paar","","Bandagen & Kompression","","80","","Product without substitute.csv","2026-05-25"
"7243","? Unique","Kompressionsbinde 12cmx7m m.l.Zug  (1/80)  1Stck   22028","","Kompressen & Tupfer","","80","","Product without substitute.csv","2026-05-25"
"9140102","? Unique","Zellstoff 18,5x19cm  9140102","","Kompressen & Tupfer","","75","","Product without substitute.csv","2026-05-25"
"8CH495","? Unique","Saugkompresse RespoSorb Silicone 12,5x12,5cm steril (10) 685041","","Wundversorgung / Dressings","","70","","Product without substitute.csv","2026-05-25"
"8CH496","? Unique","Saugkompresse RespoSorb Silicone steril 20x20cm (10) 685043","","Wundversorgung / Dressings","","70","","Product without substitute.csv","2026-05-25"
"8CH013","? Unique","Synth.Stützverband (Delta-Cast) weiß 12,5cm x 3,6m  (10) 1Rolle  7228004  (6605)","","Bandagen & Kompression","","70","","Product without substitute.csv","2026-05-25"
"8CH477","? Unique","Hypafix skin sensitive, 5m x 10cm (1) 7996602","","Sonstige medizinische Produkte","","66","","Product without substitute.csv","2026-05-25"
"66000770","? Unique","PROFORE latexfrei 18-25cm 8Set","","Sonstige medizinische Produkte","","64","","Product without substitute.csv","2026-05-25"
"66000771","? Unique","PROFORE LITE latexfrei 8 Sets","","Sonstige medizinische Produkte","","64","","Product without substitute.csv","2026-05-25"
"8CH348","? Unique","Saugkompresse Aktivkohle Vliwaktiv 10x20cm (20) 20255","","Kompressen & Tupfer","","60","","Product without substitute.csv","2026-05-25"
"8S0254","? Unique","Metzenbaum-Schere gebogen 14,5cm Einweg Edelstahl (15) 590115","","Chirurgische Instrumente","","50","","Product without substitute.csv","2026-05-25"
"8HY051","? Unique","Eurospender 3 500ml gerad.Halt. Bettenhalterung (10) 980381","","Urologie & Drainage","","50","","Product without substitute.csv","2026-05-25"
"8RD005","? Unique","Cutasept F 50ml (50) 9768060 (980563)","","Desinfektion & Hygiene","","50","","Product without substitute.csv","2026-05-25"
"214000","? Unique","Verband Netz elastisch A Elastofix","","Bandagen & Kompression","","50","","Product without substitute.csv","2026-05-25"
"688","? Unique","Bleifensterabdeckung 90x120cm Schuhform mit Gummizug (25) 160327","","Sonstige medizinische Produkte","","50","","Product without substitute.csv","2026-05-25"
"8R0712","? Unique","Seldinger Kanüle G19 einteilig m. Griffplatte (50) 160141","","Injektion & Punktion","","50","","Product without substitute.csv","2026-05-25"
"8EP0004","? Unique","EPU-Set Modell Bremen/Lilienthal (6) 161367","","Sets & Kits","","48","","Product without substitute.csv","2026-05-25"
"220500","? Unique","Binde Klebe unelast. 3,75cm Leukotape","","Bandagen & Kompression","","40","","Product without substitute.csv","2026-05-25"
"8CH330","? Unique","Cutimed Sorbact Saugkompresse hydroaktiv steril 14x14cm (10) 7264604","","Wundversorgung / Dressings","","40","","Product without substitute.csv","2026-05-25"
"8CH269","? Unique","Fiberglas-Schienensyst. Dynacast Prelude 12,5cmx4,6m (2) 7141600","","Bandagen & Kompression","","37","","Product without substitute.csv","2026-05-25"
"66000793","? Unique","ACTICOAT 20 x 40 cm 6 St.","","Sonstige medizinische Produkte","","36","","Product without substitute.csv","2026-05-25"
"66000794","? Unique","ACTICOAT 40 x 40 cm 6 St.","","Sonstige medizinische Produkte","","36","","Product without substitute.csv","2026-05-25"
"66000795","? Unique","ACTICOAT 10 x 120 cm 6 St.","","Sonstige medizinische Produkte","","36","","Product without substitute.csv","2026-05-25"
"66800419","? Unique","ACTICOAT FLEX3 20X40CM CTN OF 6","","Sonstige medizinische Produkte","","36","","Product without substitute.csv","2026-05-25"
"66800432","? Unique","ACTICOAT FLEX3 40X40CM CTN OF 6","","Sonstige medizinische Produkte","","36","","Product without substitute.csv","2026-05-25"
"66800435","? Unique","ACTICOAT FLEX3 10X120CM CTN OF 6","","Sonstige medizinische Produkte","","36","","Product without substitute.csv","2026-05-25"
"214300","? Unique","Verband Netz elastisch D Elastofix","","Bandagen & Kompression","","35","","Product without substitute.csv","2026-05-25"
"8CH267","? Unique","Fiberglas-Schienensyst. Dynacast Prelude 7,5cmx4,6m (2) 71421-00","","Bandagen & Kompression","","32","","Product without substitute.csv","2026-05-25"
"8CH256","? Unique","Wundauflage HydroTac 5,0x7,5cm (10/30) 6859050 (ex9008531)","","Wundversorgung / Dressings","","30","","Product without substitute.csv","2026-05-25"
"8CH365","? Unique","Wundauflage HydroTac 20x20cm (10) 685842","","Wundversorgung / Dressings","","30","","Product without substitute.csv","2026-05-25"
"7145","? Unique","Leukoplast (ex Hansaplast)  4cmx5m  Wundpflaster  (1/28) 7929600","","Wundversorgung / Dressings","","28","","Product without substitute.csv","2026-05-25"
"8CH268","? Unique","Fiberglas-Schienensyst. Dynacast Prelude 10cmx4,6m (2) 71415","","Bandagen & Kompression","","28","","Product without substitute.csv","2026-05-25"
"8CH111","? Unique","Schlauchbandage Tricodur Gr.M 37,5cmx10m 9842 1Stck","","Bandagen & Kompression","","25","","Product without substitute.csv","2026-05-25"
"8RK015","? Unique","Binde Acrylastik 8cmx2,5m (5) 2698","","Bandagen & Kompression","","25","","Product without substitute.csv","2026-05-25"
"66800787","? Unique","SECURA Applikator 5x3 ml","","Zubehör & Verbrauchsmaterial","","25","","Product without substitute.csv","2026-05-25"
"66800789","? Unique","SECURA Applikator 5x1 ml","","Zubehör & Verbrauchsmaterial","","25","","Product without substitute.csv","2026-05-25"
"66000789","? Unique","ACTICOAT 10x10 cm 5 Stück","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66000796","? Unique","ACTICOAT 7 10 x 12.5 cm 5 St.","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66000797","? Unique","ACTICOAT 7 15 x 15 cm 5 St.","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66000808","? Unique","ACTICOAT 5cm x 5cm 5 St.","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66000809","? Unique","ACTICOAT 7 5cm x 5cm 5 St.","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66001290","? Unique","IODOSORB DRESSING 4x6cm 5x5g","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66001292","? Unique","IODOSORB DRESSING 6x8cm 5x10g","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66800395","? Unique","ACTICOAT FLEX 7 5X5CM CTN 5","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66800396","? Unique","ACTICOAT FLEX3 5X5CM CTN 5","","Sonstige medizinische Produkte","","55","2026-03-05","Product without substitute.csv","2026-05-25"
"66800397","? Unique","ACTICOAT FLEX 7 10X12.5CM CTN 5","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66800398","? Unique","ACTICOAT FLEX3 10X10CM CTN OF 5","","Sonstige medizinische Produkte","","45","2026-03-05","Product without substitute.csv","2026-05-25"
"66800420","? Unique","ACTICOAT FLEX 7 15X15CM CTN 5","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66800546","? Unique","DURAFIBER 4X10 CM","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66800547","? Unique","DURAFIBER 4X20 CM","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66800548","? Unique","DURAFIBER 4X30 CM","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66801290","? Unique","ACTICOAT FLEX 3 4X15CM 5PK ROW","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66801291","? Unique","ACTICOAT FLEX 3 4X25CM 5PK ROW","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66801292","? Unique","ACTICOAT FLEX 3 4X35CM 5PK ROW","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66801293","? Unique","ACTICOAT FLEX 3 20X20CM 5PK ROW","","Sonstige medizinische Produkte","","25","","Product without substitute.csv","2026-05-25"
"66800174","? Unique","BIOBRANE 13CM X 13CM CTN 5","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66800175","? Unique","BIOBRANE 13CM X 38CM CTN 5","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"66800176","? Unique","Biobrane 25x38 cm","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"24124","? Unique","Schlauchverb. elastisch Größe E=8,75cm","","Zubehör & Verbrauchsmaterial","","25","2026-03-05","Product without substitute.csv","2026-05-25"
"1679605","? Unique","Pflaster Wund Vlies FIWA MED 6 cm","","Wundversorgung / Dressings","","24","","Product without substitute.csv","2026-05-25"
"1679604","? Unique","Pflaster Wund Vlies FIWA MED 4 cm","","Wundversorgung / Dressings","","24","","Product without substitute.csv","2026-05-25"
"8CH427","? Unique","Peha-Instrumenten-Basis-Set ""Fein"" (5/20) 991000","","Chirurgische Instrumente","","20","","Product without substitute.csv","2026-05-25"
"220600","? Unique","Binde Klebe unelastisch 3,75cm Leukotap","","Bandagen & Kompression","","20","","Product without substitute.csv","2026-05-25"
"8CH358","? Unique","Cutimed Sorbact Saugkompresse hydroaktiv steril 19x19cm (10) 7264605","","Wundversorgung / Dressings","","20","","Product without substitute.csv","2026-05-25"
"8CH303","? Unique","Suprasorb-Kompresse Hydrobalance 9x9cm X+PHMB (5) 20541","","Wundversorgung / Dressings","","20","","Product without substitute.csv","2026-05-25"
"8CH527","? Unique","Debrisoft Pad 13x20cm (5) 34323","","Sonstige medizinische Produkte","","20","","Product without substitute.csv","2026-05-25"
"1673606","? Unique","Pflaster Wund Vlies FIWA MED 8 cm","","Wundversorgung / Dressings","","18","","Product without substitute.csv","2026-05-25"
"7163","? Unique","Leukoplast  5,0cmx5,0m Pflaster wasserfest (1/6/60)  1Rolle","","Wundversorgung / Dressings","","18","","Product without substitute.csv","2026-05-25"
"66000015","? Unique","PROFORE KLEIN < 18 cm 4 Sets","","Sonstige medizinische Produkte","","16","","Product without substitute.csv","2026-05-25"
"8RK018","? Unique","Leukotape Classic 3,75cmx10m schwarz Rolle (5) 2380","","Sonstige medizinische Produkte","","15","","Product without substitute.csv","2026-05-25"
"8RK020","? Unique","Leukotape Classic 3,75cmx10m gelb Rolle (5) 76188","","Sonstige medizinische Produkte","","15","","Product without substitute.csv","2026-05-25"
"8RK019","? Unique","Leukotape Classic 3,75cmx10m rot Rolle (5) 76187","","Sonstige medizinische Produkte","","15","","Product without substitute.csv","2026-05-25"
"72202468","? Unique","Fast Fix 360 gebogen steril","","Sonstige medizinische Produkte","","14","","Product without substitute.csv","2026-05-25"
"8CH270","? Unique","Fiberglas-Schienensyst. Dynacast Prelude 15mx4,6m (2) 71417","","Bandagen & Kompression","","13","","Product without substitute.csv","2026-05-25"
"8CH258","? Unique","Wundgel Hydrosorb 15g (10/100) 9008441","","Wundversorgung / Dressings","","10","","Product without substitute.csv","2026-05-25"
"941308","? Unique","Katheter Ballon CH 8 steril Kinder  VE10","","Infusion & Katheter","","10","","Product without substitute.csv","2026-05-25"
"107800","? Unique","Gelocast 7m x 10cm Zink-Gel-Binde","","Bandagen & Kompression","","10","","Product without substitute.csv","2026-05-25"
"66802002","? Unique","PICO 7 Pumpe + Verband 10x20 cm","","Wundversorgung / Dressings","","160","2026-03-05","Product without substitute.csv","2026-05-25"
"811","? Unique","Delta-Cast Elite 2,5cmx1,8m weiß (10) 7227904","","Bandagen & Kompression","","10","","Product without substitute.csv","2026-05-25"
"7225","? Unique","Netzschlauchverband  Gr.C  elastisch  (1/10)  1Rolle","","Bandagen & Kompression","","10","","Product without substitute.csv","2026-05-25"
"774","? Unique","JB! Leukomed Control 8cmx15cm (10) 7323002","","Wundversorgung / Dressings","","10","","Product without substitute.csv","2026-05-25"
"8CH116","? Unique","Cutimed Sorbact Tamponade 5x200cm (10) 7216704","","Wundversorgung / Dressings","","10","","Product without substitute.csv","2026-05-25"
"813","? Unique","Delta-Lite Longette 7,5cmx38cm (10) 7227200","","Sonstige medizinische Produkte","","10","","Product without substitute.csv","2026-05-25"
"7260","? Unique","Pur-Zellin Box Hartmann  (Box für Zellstofftupfer)  996857","","Kompressen & Tupfer","","9","","Product without substitute.csv","2026-05-25"
"66001291","? Unique","IODOSORB DRESSING 6x8cm 3x10g","","Wundversorgung / Dressings","","9","","Product without substitute.csv","2026-05-25"
"8GY061","? Unique","Schlauchbandage  Tricodur L  32,5cmx10m  9453 (1) 1Stck","","Bandagen & Kompression","","7","","Product without substitute.csv","2026-05-25"
"66802003","? Unique","PICO 7 Pumpe + Verband 10x30 cm","","Wundversorgung / Dressings","","228","2026-03-05","Product without substitute.csv","2026-05-25"
"66802006","? Unique","PICO 7 Pumpe + Verband 15x20 cm","","Wundversorgung / Dressings","","4","","Product without substitute.csv","2026-05-25"
"22-4038","? Unique","Firstpass ST, mit Fangfunktion, steril","","Sonstige medizinische Produkte","","4","","Product without substitute.csv","2026-05-25"
"66000663","? Unique","ALLEVYN 40 x 70 cm 2 St.","","Wundversorgung / Dressings","","4","","Product without substitute.csv","2026-05-25"
"66001293","? Unique","IODOSORB DRESSING 8x10cm 2x17g","","Wundversorgung / Dressings","","4","","Product without substitute.csv","2026-05-25"
"66001295","? Unique","IODOSORB SALBE 2x20g","","Sonstige medizinische Produkte","","4","","Product without substitute.csv","2026-05-25"
"66800181","? Unique","BIOBRANE GLOVE PEDIATRIC CTN 2","","Handschuhe","","4","","Product without substitute.csv","2026-05-25"
"66800182","? Unique","BIOBRANE GLOVE SMALL CTN 2","","Handschuhe","","4","","Product without substitute.csv","2026-05-25"
"66800183","? Unique","BIOBRANE Handschuh mittel 2 St","","Handschuhe","","4","","Product without substitute.csv","2026-05-25"
"66800184","? Unique","BIOBRANE Handschuh groß 2 St.","","Handschuhe","","4","","Product without substitute.csv","2026-05-25"
"8CH233","? Unique","Frottee-Schlauch Delta Terry-NetS 7,6cmx13,7m (1) 72306-01 Rolle","","Zubehör & Verbrauchsmaterial","","2","","Product without substitute.csv","2026-05-25"
"1117","? Unique","Instrumentenwanne 5l (1) 980057","","Chirurgische Instrumente","","1","","Product without substitute.csv","2026-05-25"
"40703","? Unique","Schlinggazetupfer VM 20 12x12cm unsteril","","Kompressen & Tupfer","","1","","Product without substitute.csv","2026-05-25"
"812","? Unique","Delta-Net Stockinette 22,8mx2,5cm (1) 7230705","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66250704","? Unique","CICA CARE 6 cm x 12 cm 1 ST.","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"66250706","? Unique","CICA CARE 12 x 15 cm 1 ST.","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"66800710","? Unique","SECURA Spray 28 ml","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66801195","? Unique","OPSITE FLEXIFIX GENTLE2.5CMX5M","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"66801196","? Unique","OPSITE FLEXIFIX GENTLE 5CMX5M","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"66801197","? Unique","OPSITE FLEXIFIX GENTLE 10CMX5M","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"66974930","? Unique","MELOLIN 50cm x 7m 1ST.","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"8213-0300-04","? Unique","PROSHIELD PLUS Skin Protect 115g","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66001296","? Unique","IODOSORB SALBE 40g","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66019300","? Unique","IRUXOL N 30G Klinikpackung","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800039","? Unique","VERSAJET II CONSOLE","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800040","? Unique","VERSAJET EXACT ASSY, 15 DEGREE X 14MM","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800041","? Unique","VERSAJET EXACT ASSY, 45 DEGREE X 14MM","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800042","? Unique","VERSAJET EXACT ASSY, 45 DEGREE X 8MM","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800043","? Unique","VERSAJET PLUS ASSY, 15 DEGREE X 14MM","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800044","? Unique","VERSAJET PLUS ASSY, 45 DEGREE X 14MM","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800045","? Unique","VERSAJET PLUS ASSY, 45 DEGREE X 8MM","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800177","? Unique","BIOBRANE 38CM X 50CM CTN 1","","Wundversorgung / Dressings","","1","","Product without substitute.csv","2026-05-25"
"66800472","? Unique","FOOTSWITCH, MULTI-FUNCTION, VERSAJET II","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"66800979","? Unique","VERSAJET II CART","","Sonstige medizinische Produkte","","1","","Product without substitute.csv","2026-05-25"
"161072","? Unique","MoliCare Premium Bed Mat 7 Tropfen 60x90cm + Flügel","","Inkontinenzversorgung","","","","Product without substitute.csv","2026-05-25"
"992226","? Unique","ValaProtect Basic 38x38 P250","","Sonstige medizinische Produkte","","","","Product without substitute.csv","2026-05-25"
"992227","? Unique","ValaProtect Basic 80x140 K100","","Sonstige medizinische Produkte","","","","Product without substitute.csv","2026-05-25"
"992259","? Unique","ValaProtect Special Eco 80x210 K100","","Sonstige medizinische Produkte","","82800","2026-03-05","Product without substitute.csv","2026-05-25"
"995075","? Unique","MoliCare Skin Feuchtpflegetücher","","Inkontinenzversorgung","","","","Product without substitute.csv","2026-05-25"
"995023","? Unique","MoliCare Skin Öl-Hautschspray W 200 ml","","Inkontinenzversorgung","","","","Product without substitute.csv","2026-05-25"
"39453","? Unique","Lenkelast Universalbinde 6cmx5m steril","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"39454","? Unique","Lenkelast Universalbinde 8cmx5m steril","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"39456","? Unique","Lenkelast Universalbinde 12cmx5m steril","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"32594","? Unique","Lenkelast Universalbinde 15cmx5m steril","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"32595","? Unique","Lenkelast Universalbinde 20cmx5m steril","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"105903","? Unique","Dauerbinde K Langzugbinde 20cmx7m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"105913","? Unique","Dauerbinde F Langzugbinde 12cmx7m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"23634","? Unique","Varicex S Zinkleimbinde 8cmx7m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"20635","? Unique","Varicex S Zinkleimbinde 10cmx5m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"20636","? Unique","Varicex S Zinkleimbinde 10cmx7m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"20637","? Unique","Varicex S Zinkleimbinde 10cmx10m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"931589","? Unique","Varolast plus Zink 8cmx5m","","Sonstige medizinische Produkte","","15872","2026-04-08","Product without substitute.csv","2026-05-25"
"931587","? Unique","Varolast plus Zink 10cmx7m","","Sonstige medizinische Produkte","","","","Product without substitute.csv","2026-05-25"
"931588","? Unique","Varolast plus Zink 10cmx10m","","Sonstige medizinische Produkte","","","","Product without substitute.csv","2026-05-25"
"570087","? Unique","KREWI Zinkleimbinde 8cmx7m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"570007","? Unique","KREWI Zinkleimbinde 10cmx7m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"570010","? Unique","KREWI Zinkleimbinde 10cmx10m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139965","? Unique","Cellacast Longuette 5cmx30cm, Fertigabschnitte","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139960","? Unique","Cellacast Longuette 5cmx4,6m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139963","? Unique","Cellacast Longuette 12,5cmx4,6m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25500","? Unique","Cellona Gipslonguette 10cmx20m, 4fach","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25502","? Unique","Cellona Gipslonguette 15cmx20m, 4fach","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139732","? Unique","Cellacast Xtra Longuette 10cmx38cm, ungepolstert, 4fach","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139733","? Unique","Cellacast Xtra Longuette 10cmx96cm, ungepolstert, 4fach","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139734","? Unique","Cellacast Xtra Longuette 12,5cmx76cm, ungepolstert, 4fach","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139851","? Unique","Cellacast Xtra 5cmx3,6m, creme","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139852","? Unique","Cellacast Xtra 7,5cmx3,6m, creme","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"139853","? Unique","Cellacast Xtra 10cmx3,6m, creme","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25401","? Unique","Cellona Gipsbinde 8cmx2m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25403","? Unique","Cellona Gipsbinde 12cmx2m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25404","? Unique","Cellona Gipsbinde 15cmx2m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25405","? Unique","Cellona Gipsbinde 20cmx2m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25411","? Unique","Cellona Gipsbinde 8cmx3m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
"25412","? Unique","Cellona Gipsbinde 10cmx3m","","Bandagen & Kompression","","","","Product without substitute.csv","2026-05-25"
